Entity,Code,Year,Tonnes
Net Food Importing Developing Countries,,1974,533435
Net Food Importing Developing Countries,,1975,566612
Net Food Importing Developing Countries,,1976,558800
Net Food Importing Developing Countries,,1977,530341
Net Food Importing Developing Countries,,1978,550453
Net Food Importing Developing Countries,,1979,542859
Net Food Importing Developing Countries,,1980,617099
Net Food Importing Developing Countries,,1981,583926
Net Food Importing Developing Countries,,1982,607024
Net Food Importing Developing Countries,,1983,609335
Net Food Importing Developing Countries,,1984,639652
Net Food Importing Developing Countries,,1985,648649
Net Food Importing Developing Countries,,1986,686030
Net Food Importing Developing Countries,,1987,712408
Net Food Importing Developing Countries,,1988,701894
Net Food Importing Developing Countries,,1989,710225
Net Food Importing Developing Countries,,1990,787098
Net Food Importing Developing Countries,,1991,807712
Net Food Importing Developing Countries,,1992,849183
Net Food Importing Developing Countries,,1993,867997
Net Food Importing Developing Countries,,1994,869527
Net Food Importing Developing Countries,,1995,893803
Net Food Importing Developing Countries,,1996,930923
Net Food Importing Developing Countries,,1997,882285
Net Food Importing Developing Countries,,1998,894656
Net Food Importing Developing Countries,,1999,927022
Net Food Importing Developing Countries,,2000,937399
Net Food Importing Developing Countries,,2001,919835
Net Food Importing Developing Countries,,2002,942219
Net Food Importing Developing Countries,,2003,941791
Net Food Importing Developing Countries,,2004,1057080
Net Food Importing Developing Countries,,2005,1070340
Net Food Importing Developing Countries,,2006,1161121
Net Food Importing Developing Countries,,2007,1198544
Net Food Importing Developing Countries,,2008,1277189
Net Food Importing Developing Countries,,2009,1310947
Net Food Importing Developing Countries,,2010,1367978
Net Food Importing Developing Countries,,2011,1503407
Net Food Importing Developing Countries,,2012,1381501
Net Food Importing Developing Countries,,2013,1434813
Net Food Importing Developing Countries,,2014,1508202
Net Food Importing Developing Countries,,2015,1567689
Net Food Importing Developing Countries,,2016,1742584
Net Food Importing Developing Countries,,2017,1876031
Net Food Importing Developing Countries,,2018,1840738
Nicaragua,NIC,1968,1500
Nicaragua,NIC,1969,1500
Nicaragua,NIC,1970,1500
Nicaragua,NIC,1971,1500
Nicaragua,NIC,1972,1500
Nicaragua,NIC,1973,2000
Nicaragua,NIC,1974,2000
Nicaragua,NIC,1975,2000
Nicaragua,NIC,1976,2000
Nicaragua,NIC,1977,2000
Nicaragua,NIC,1978,3000
Nicaragua,NIC,1979,3000
Nicaragua,NIC,1980,3000
Nicaragua,NIC,1981,3000
Nicaragua,NIC,1982,3000
Nicaragua,NIC,1983,3200
Nicaragua,NIC,1984,3200
Nicaragua,NIC,1985,3200
Nicaragua,NIC,1986,3280
Nicaragua,NIC,1987,3360
Nicaragua,NIC,1988,3450
Nicaragua,NIC,1989,3520
Nicaragua,NIC,1990,3680
Nicaragua,NIC,1991,3750
Nicaragua,NIC,1992,2933
Nicaragua,NIC,1993,4000
Nicaragua,NIC,1994,6000
Nicaragua,NIC,1995,6200
Nicaragua,NIC,1996,7500
Nicaragua,NIC,1997,8000
Nicaragua,NIC,1998,8000
Nicaragua,NIC,1999,8000
Nicaragua,NIC,2000,8200
Nicaragua,NIC,2001,8000
Nicaragua,NIC,2002,8000
Nicaragua,NIC,2003,8000
Nicaragua,NIC,2004,8400
Nicaragua,NIC,2005,8600
Nicaragua,NIC,2006,8800
Nicaragua,NIC,2007,9000
Nicaragua,NIC,2008,9500
Nicaragua,NIC,2009,11000
Nicaragua,NIC,2010,13000
Nicaragua,NIC,2011,13000
Nicaragua,NIC,2012,13000
Nicaragua,NIC,2013,30000
Nicaragua,NIC,2014,42000
Nicaragua,NIC,2015,40000
Nicaragua,NIC,2016,51700
Nicaragua,NIC,2017,73000
Nicaragua,NIC,2018,90000
Nigeria,NGA,1961,669000
Nigeria,NGA,1962,640000
Nigeria,NGA,1963,657000
Nigeria,NGA,1964,676000
Nigeria,NGA,1965,687000
Nigeria,NGA,1966,713000
Nigeria,NGA,1967,601000
Nigeria,NGA,1968,599000
Nigeria,NGA,1969,621000
Nigeria,NGA,1970,488000
Nigeria,NGA,1971,500000
Nigeria,NGA,1972,460000
Nigeria,NGA,1973,430000
Nigeria,NGA,1974,485000
Nigeria,NGA,1975,500000
Nigeria,NGA,1976,525000
Nigeria,NGA,1977,528000
Nigeria,NGA,1978,530000
Nigeria,NGA,1979,650000
Nigeria,NGA,1980,650000
Nigeria,NGA,1981,530000
Nigeria,NGA,1982,500000
Nigeria,NGA,1983,500000
Nigeria,NGA,1984,500000
Nigeria,NGA,1985,615000
Nigeria,NGA,1986,650000
Nigeria,NGA,1987,715000
Nigeria,NGA,1988,700000
Nigeria,NGA,1989,700000
Nigeria,NGA,1990,730000
Nigeria,NGA,1991,760000
Nigeria,NGA,1992,792000
Nigeria,NGA,1993,825000
Nigeria,NGA,1994,837000
Nigeria,NGA,1995,860000
Nigeria,NGA,1996,776000
Nigeria,NGA,1997,810000
Nigeria,NGA,1998,845000
Nigeria,NGA,1999,896000
Nigeria,NGA,2000,899000
Nigeria,NGA,2001,903000
Nigeria,NGA,2002,961000
Nigeria,NGA,2003,1022000
Nigeria,NGA,2004,1094000
Nigeria,NGA,2005,1170000
Nigeria,NGA,2006,1287000
Nigeria,NGA,2007,1309000
Nigeria,NGA,2008,1330000
Nigeria,NGA,2009,1233050
Nigeria,NGA,2010,970820
Nigeria,NGA,2011,930000
Nigeria,NGA,2012,940000
Nigeria,NGA,2013,880000
Nigeria,NGA,2014,910000
Nigeria,NGA,2015,940000
Nigeria,NGA,2016,960000
Nigeria,NGA,2017,1000000
Nigeria,NGA,2018,1050000
Northern Europe,,2014,0
Northern Europe,,2015,0
Northern Europe,,2016,0
Northern Europe,,2017,0
Northern Europe,,2018,0
Norway,NOR,2014,0
Norway,NOR,2015,0
Norway,NOR,2016,0
Norway,NOR,2017,0
Norway,NOR,2018,0
Oceania,,1961,200
Oceania,,1962,200
Oceania,,1963,200
Oceania,,1964,200
Oceania,,1965,200
Oceania,,1966,200
Oceania,,1967,200
Oceania,,1968,200
Oceania,,1969,400
Oceania,,1970,400
Oceania,,1971,1500
Oceania,,1972,5500
Oceania,,1973,10500
Oceania,,1974,11000
Oceania,,1975,22300
Oceania,,1976,34535
Oceania,,1977,37044
Oceania,,1978,40911
Oceania,,1979,48010
Oceania,,1980,49228
Oceania,,1981,68081
Oceania,,1982,99238
Oceania,,1983,103654
Oceania,,1984,140666
Oceania,,1985,143000
Oceania,,1986,146560
Oceania,,1987,142999
Oceania,,1988,125227
Oceania,,1989,153090
Oceania,,1990,167104
Oceania,,1991,202518
Oceania,,1992,232854
Oceania,,1993,253786
Oceania,,1994,254537
Oceania,,1995,252974
Oceania,,1996,300486
Oceania,,1997,277745
Oceania,,1998,312077
Oceania,,1999,330000
Oceania,,2000,371000
Oceania,,2001,365000
Oceania,,2002,350000
Oceania,,2003,359000
Oceania,,2004,379000
Oceania,,2005,345000
Oceania,,2006,401000
Oceania,,2007,419400
Oceania,,2008,504000
Oceania,,2009,503100
Oceania,,2010,528600
Oceania,,2011,611600
Oceania,,2012,518000
Oceania,,2013,537000
Oceania,,2014,561000
Oceania,,2015,539000
Oceania,,2016,564000
Oceania,,2017,688000
Oceania,,2018,665000
Panama,PAN,1997,0
Panama,PAN,1998,0
Panama,PAN,1999,0
Panama,PAN,2000,0
Panama,PAN,2001,0
Panama,PAN,2002,0
Panama,PAN,2003,0
Panama,PAN,2004,0
Panama,PAN,2005,0
Panama,PAN,2006,0
Panama,PAN,2007,15306
Panama,PAN,2008,12818
Panama,PAN,2009,15528
Panama,PAN,2010,12218
Panama,PAN,2011,10425
Panama,PAN,2012,6603
Panama,PAN,2013,2835
Panama,PAN,2014,22599
Panama,PAN,2015,18082
Panama,PAN,2016,17371
Panama,PAN,2017,18124
Panama,PAN,2018,17900
Papua New Guinea,PNG,1971,1000
Papua New Guinea,PNG,1972,5000
Papua New Guinea,PNG,1973,10000
Papua New Guinea,PNG,1974,10000
Papua New Guinea,PNG,1975,20000
Papua New Guinea,PNG,1976,30000
Papua New Guinea,PNG,1977,30000
Papua New Guinea,PNG,1978,30000
Papua New Guinea,PNG,1979,35000
Papua New Guinea,PNG,1980,35000
Papua New Guinea,PNG,1981,50000
Papua New Guinea,PNG,1982,80000
Papua New Guinea,PNG,1983,84000
Papua New Guinea,PNG,1984,121000
Papua New Guinea,PNG,1985,123000
Papua New Guinea,PNG,1986,132000
Papua New Guinea,PNG,1987,131000
Papua New Guinea,PNG,1988,110000
Papua New Guinea,PNG,1989,133000
Papua New Guinea,PNG,1990,145000
Papua New Guinea,PNG,1991,180000
Papua New Guinea,PNG,1992,202000
Papua New Guinea,PNG,1993,222800
Papua New Guinea,PNG,1994,224800
Papua New Guinea,PNG,1995,223412
Papua New Guinea,PNG,1996,271806
Papua New Guinea,PNG,1997,248882
Papua New Guinea,PNG,1998,283000
Papua New Guinea,PNG,1999,299000
Papua New Guinea,PNG,2000,336000
Papua New Guinea,PNG,2001,329000
Papua New Guinea,PNG,2002,316000
Papua New Guinea,PNG,2003,326000
Papua New Guinea,PNG,2004,345000
Papua New Guinea,PNG,2005,310000
Papua New Guinea,PNG,2006,365000
Papua New Guinea,PNG,2007,382000
Papua New Guinea,PNG,2008,465000
Papua New Guinea,PNG,2009,478000
Papua New Guinea,PNG,2010,500000
Papua New Guinea,PNG,2011,580000
Papua New Guinea,PNG,2012,485000
Papua New Guinea,PNG,2013,500000
Papua New Guinea,PNG,2014,525000
Papua New Guinea,PNG,2015,500000
Papua New Guinea,PNG,2016,530000
Papua New Guinea,PNG,2017,650000
Papua New Guinea,PNG,2018,630000
Paraguay,PRY,1961,2500
Paraguay,PRY,1962,3600
Paraguay,PRY,1963,4700
Paraguay,PRY,1964,5929
Paraguay,PRY,1965,5021
Paraguay,PRY,1966,4544
Paraguay,PRY,1967,4188
Paraguay,PRY,1968,5634
Paraguay,PRY,1969,6335
Paraguay,PRY,1970,6976
Paraguay,PRY,1971,7202
Paraguay,PRY,1972,7635
Paraguay,PRY,1973,4262
Paraguay,PRY,1974,6248
Paraguay,PRY,1975,3854
Paraguay,PRY,1976,4589
Paraguay,PRY,1977,4959
Paraguay,PRY,1978,4281
Paraguay,PRY,1979,4877
Paraguay,PRY,1980,5118
Paraguay,PRY,1981,4638
Paraguay,PRY,1982,6485
Paraguay,PRY,1983,3416
Paraguay,PRY,1984,5000
Paraguay,PRY,1985,4695
Paraguay,PRY,1986,4880
Paraguay,PRY,1987,3619
Paraguay,PRY,1988,3691
Paraguay,PRY,1989,3700
Paraguay,PRY,1990,3955
Paraguay,PRY,1991,5376
Paraguay,PRY,1992,5728
Paraguay,PRY,1993,3800
Paraguay,PRY,1994,4524
Paraguay,PRY,1995,2400
Paraguay,PRY,1996,2570
Paraguay,PRY,1997,2234
Paraguay,PRY,1998,2216
Paraguay,PRY,1999,2750
Paraguay,PRY,2000,2913
Paraguay,PRY,2001,3650
Paraguay,PRY,2002,2760
Paraguay,PRY,2003,2800
Paraguay,PRY,2004,2770
Paraguay,PRY,2005,2485
Paraguay,PRY,2006,2584
Paraguay,PRY,2007,3135
Paraguay,PRY,2008,3128
Paraguay,PRY,2009,3344
Paraguay,PRY,2010,3800
Paraguay,PRY,2011,4000
Paraguay,PRY,2012,4000
Paraguay,PRY,2013,4000
Paraguay,PRY,2014,3898
Paraguay,PRY,2015,3973
Paraguay,PRY,2016,3930
Paraguay,PRY,2017,3940
Paraguay,PRY,2018,3960
Peru,PER,1975,650
Peru,PER,1976,660
Peru,PER,1977,3380
Peru,PER,1978,4392
Peru,PER,1979,4429
Peru,PER,1980,5239
Peru,PER,1981,6395
Peru,PER,1982,5898
Peru,PER,1983,7754
Peru,PER,1984,10000
Peru,PER,1985,10000
Peru,PER,1986,13200
Peru,PER,1987,19000
Peru,PER,1988,25000
Peru,PER,1989,22500
Peru,PER,1990,25700
Peru,PER,1991,23100
Peru,PER,1992,25000
Peru,PER,1993,30000
Peru,PER,1994,29000
Peru,PER,1995,32200
Peru,PER,1996,32500
Peru,PER,1997,33000
Peru,PER,1998,33500
Peru,PER,1999,35000
Peru,PER,2000,24500
Peru,PER,2001,30800
Peru,PER,2002,23800
Peru,PER,2003,27000
Peru,PER,2004,28000
Peru,PER,2005,29000
Peru,PER,2006,32000
Peru,PER,2007,34000
Peru,PER,2008,59000
Peru,PER,2009,65000
Peru,PER,2010,70000
Peru,PER,2011,87000
Peru,PER,2012,104000
Peru,PER,2013,122000
Peru,PER,2014,128000
Peru,PER,2015,142000
Peru,PER,2016,156000
Peru,PER,2017,160000
Peru,PER,2018,188000
Philippines,PHL,1961,280
Philippines,PHL,1962,280
Philippines,PHL,1963,280
Philippines,PHL,1964,280
Philippines,PHL,1965,280
Philippines,PHL,1966,550
Philippines,PHL,1967,550
Philippines,PHL,1968,550
Philippines,PHL,1969,1100
Philippines,PHL,1970,2200
Philippines,PHL,1971,2750
Philippines,PHL,1972,5500
Philippines,PHL,1973,7700
Philippines,PHL,1974,7700
Philippines,PHL,1975,11000
Philippines,PHL,1976,12100
Philippines,PHL,1977,12000
Philippines,PHL,1978,10800
Philippines,PHL,1979,12000
Philippines,PHL,1980,12500
Philippines,PHL,1981,12750
Philippines,PHL,1982,30000
Philippines,PHL,1983,21000
Philippines,PHL,1984,34000
Philippines,PHL,1985,34000
Philippines,PHL,1986,38000
Philippines,PHL,1987,39000
Philippines,PHL,1988,43000
Philippines,PHL,1989,42000
Philippines,PHL,1990,45100
Philippines,PHL,1991,51900
Philippines,PHL,1992,54000
Philippines,PHL,1993,54700
Philippines,PHL,1994,54400
Philippines,PHL,1995,53000
Philippines,PHL,1996,52000
Philippines,PHL,1997,50000
Philippines,PHL,1998,48000
Philippines,PHL,1999,48000
Philippines,PHL,2000,54000
Philippines,PHL,2001,55000
Philippines,PHL,2002,56300
Philippines,PHL,2003,59000
Philippines,PHL,2004,60000
Philippines,PHL,2005,61000
Philippines,PHL,2006,68000
Philippines,PHL,2007,75000
Philippines,PHL,2008,82000
Philippines,PHL,2009,90000
Philippines,PHL,2010,92000
Philippines,PHL,2011,87000
Philippines,PHL,2012,98000
Philippines,PHL,2013,106000
Philippines,PHL,2014,105000
Philippines,PHL,2015,115000
Philippines,PHL,2016,98000
Philippines,PHL,2017,122000
Philippines,PHL,2018,130000
Russia,RUS,2017,454
Russia,RUS,2018,450
Sao Tome and Principe,STP,1961,2000
Sao Tome and Principe,STP,1962,1856
Sao Tome and Principe,STP,1963,1641
Sao Tome and Principe,STP,1964,1372
Sao Tome and Principe,STP,1965,1733
Sao Tome and Principe,STP,1966,1364
Sao Tome and Principe,STP,1967,1169
Sao Tome and Principe,STP,1968,997
Sao Tome and Principe,STP,1969,937
Sao Tome and Principe,STP,1970,952
Sao Tome and Principe,STP,1971,679
Sao Tome and Principe,STP,1972,754
Sao Tome and Principe,STP,1973,653
Sao Tome and Principe,STP,1974,539
Sao Tome and Principe,STP,1975,342
Sao Tome and Principe,STP,1976,500
Sao Tome and Principe,STP,1977,532
Sao Tome and Principe,STP,1978,400
Sao Tome and Principe,STP,1979,300
Sao Tome and Principe,STP,1980,200
Sao Tome and Principe,STP,1981,250
Sao Tome and Principe,STP,1982,200
Sao Tome and Principe,STP,1983,288
Sao Tome and Principe,STP,1984,221
Sao Tome and Principe,STP,1985,278
Sao Tome and Principe,STP,1986,272
Sao Tome and Principe,STP,1987,300
Sao Tome and Principe,STP,1988,97
Sao Tome and Principe,STP,1989,365
Sao Tome and Principe,STP,1990,350
Sao Tome and Principe,STP,1991,923
Sao Tome and Principe,STP,1992,1096
Sao Tome and Principe,STP,1993,1089
Sao Tome and Principe,STP,1994,811
Sao Tome and Principe,STP,1995,719
Sao Tome and Principe,STP,1996,1084
Sao Tome and Principe,STP,1997,1163
Sao Tome and Principe,STP,1998,979
Sao Tome and Principe,STP,1999,1091
Sao Tome and Principe,STP,2000,2025
Sao Tome and Principe,STP,2001,2500
Sao Tome and Principe,STP,2002,2550
Sao Tome and Principe,STP,2003,2600
Sao Tome and Principe,STP,2004,2650
Sao Tome and Principe,STP,2005,2700
Sao Tome and Principe,STP,2006,3000
Sao Tome and Principe,STP,2007,3281
Sao Tome and Principe,STP,2008,3295
Sao Tome and Principe,STP,2009,3400
Sao Tome and Principe,STP,2010,3500
Sao Tome and Principe,STP,2011,3500
Sao Tome and Principe,STP,2012,3500
Sao Tome and Principe,STP,2013,3500
Sao Tome and Principe,STP,2014,3650
Sao Tome and Principe,STP,2015,3813
Sao Tome and Principe,STP,2016,3900
Sao Tome and Principe,STP,2017,4000
Sao Tome and Principe,STP,2018,4100
Senegal,SEN,1961,3700
Senegal,SEN,1962,3800
Senegal,SEN,1963,3900
Senegal,SEN,1964,4000
Senegal,SEN,1965,4100
Senegal,SEN,1966,4200
Senegal,SEN,1967,4300
Senegal,SEN,1968,4400
Senegal,SEN,1969,4500
Senegal,SEN,1970,4600
Senegal,SEN,1971,4800
Senegal,SEN,1972,4900
Senegal,SEN,1973,4000
Senegal,SEN,1974,5300
Senegal,SEN,1975,5400
Senegal,SEN,1976,4000
Senegal,SEN,1977,5700
Senegal,SEN,1978,5800
Senegal,SEN,1979,5900
Senegal,SEN,1980,6000
Senegal,SEN,1981,6100
Senegal,SEN,1982,6000
Senegal,SEN,1983,6000
Senegal,SEN,1984,6000
Senegal,SEN,1985,6000
Senegal,SEN,1986,6000
Senegal,SEN,1987,6000
Senegal,SEN,1988,5200
Senegal,SEN,1989,4300
Senegal,SEN,1990,5200
Senegal,SEN,1991,3400
Senegal,SEN,1992,3583
Senegal,SEN,1993,3641
Senegal,SEN,1994,4300
Senegal,SEN,1995,5900
Senegal,SEN,1996,5200
Senegal,SEN,1997,5176
Senegal,SEN,1998,5500
Senegal,SEN,1999,6140
Senegal,SEN,2000,5600
Senegal,SEN,2001,7621
Senegal,SEN,2002,7031
Senegal,SEN,2003,6000
Senegal,SEN,2004,6608
Senegal,SEN,2005,6691
Senegal,SEN,2006,7387
Senegal,SEN,2007,7100
Senegal,SEN,2008,9190
Senegal,SEN,2009,9363
Senegal,SEN,2010,12408
Senegal,SEN,2011,13000
Senegal,SEN,2012,14000
Senegal,SEN,2013,13700
Senegal,SEN,2014,13843
Senegal,SEN,2015,14600
Senegal,SEN,2016,15200
Senegal,SEN,2017,15600
Senegal,SEN,2018,16000
Sierra Leone,SLE,1961,35000
Sierra Leone,SLE,1962,35000
Sierra Leone,SLE,1963,37000
Sierra Leone,SLE,1964,39000
Sierra Leone,SLE,1965,39000
Sierra Leone,SLE,1966,40000
Sierra Leone,SLE,1967,41000
Sierra Leone,SLE,1968,42000
Sierra Leone,SLE,1969,45000
Sierra Leone,SLE,1970,48000
Sierra Leone,SLE,1971,46400
Sierra Leone,SLE,1972,43500
Sierra Leone,SLE,1973,37800
Sierra Leone,SLE,1974,39000
Sierra Leone,SLE,1975,43100
Sierra Leone,SLE,1976,45200
Sierra Leone,SLE,1977,40600
Sierra Leone,SLE,1978,45000
Sierra Leone,SLE,1979,45000
Sierra Leone,SLE,1980,47000
Sierra Leone,SLE,1981,48000
Sierra Leone,SLE,1982,48000
Sierra Leone,SLE,1983,45500
Sierra Leone,SLE,1984,48500
Sierra Leone,SLE,1985,51000
Sierra Leone,SLE,1986,49300
Sierra Leone,SLE,1987,50000
Sierra Leone,SLE,1988,50700
Sierra Leone,SLE,1989,49300
Sierra Leone,SLE,1990,50000
Sierra Leone,SLE,1991,50700
Sierra Leone,SLE,1992,48000
Sierra Leone,SLE,1993,47000
Sierra Leone,SLE,1994,50264
Sierra Leone,SLE,1995,45238
Sierra Leone,SLE,1996,48000
Sierra Leone,SLE,1997,50800
Sierra Leone,SLE,1998,40000
Sierra Leone,SLE,1999,35560
Sierra Leone,SLE,2000,36000
Sierra Leone,SLE,2001,36000
Sierra Leone,SLE,2002,36000
Sierra Leone,SLE,2003,36000
Sierra Leone,SLE,2004,38300
Sierra Leone,SLE,2005,35560
Sierra Leone,SLE,2006,45000
Sierra Leone,SLE,2007,46200
Sierra Leone,SLE,2008,48000
Sierra Leone,SLE,2009,50000
Sierra Leone,SLE,2010,52000
Sierra Leone,SLE,2011,54000
Sierra Leone,SLE,2012,57000
Sierra Leone,SLE,2013,60000
Sierra Leone,SLE,2014,61000
Sierra Leone,SLE,2015,62000
Sierra Leone,SLE,2016,65000
Sierra Leone,SLE,2017,69000
Sierra Leone,SLE,2018,71000
Small island developing States,,1961,8700
Small island developing States,,1962,8556
Small island developing States,,1963,8341
Small island developing States,,1964,7572
Small island developing States,,1965,7933
Small island developing States,,1966,6564
Small island developing States,,1967,6869
Small island developing States,,1968,7197
Small island developing States,,1969,6337
Small island developing States,,1970,6352
Small island developing States,,1971,7179
Small island developing States,,1972,11254
Small island developing States,,1973,14153
Small island developing States,,1974,16339
Small island developing States,,1975,27267
Small island developing States,,1976,40365
Small island developing States,,1977,45416
Small island developing States,,1978,50115
Small island developing States,,1979,59184
Small island developing States,,1980,59519
Small island developing States,,1981,77053
Small island developing States,,1982,109129
Small island developing States,,1983,115500
Small island developing States,,1984,152027
Small island developing States,,1985,155236
Small island developing States,,1986,156856
Small island developing States,,1987,152009
Small island developing States,,1988,132551
Small island developing States,,1989,164006
Small island developing States,,1990,181828
Small island developing States,,1991,223150
Small island developing States,,1992,256738
Small island developing States,,1993,280575
Small island developing States,,1994,284333
Small island developing States,,1995,283246
Small island developing States,,1996,330860
Small island developing States,,1997,308173
Small island developing States,,1998,342556
Small island developing States,,1999,359241
Small island developing States,,2000,404245
Small island developing States,,2001,398234
Small island developing States,,2002,382766
Small island developing States,,2003,393726
Small island developing States,,2004,414910
Small island developing States,,2005,382459
Small island developing States,,2006,441353
Small island developing States,,2007,461074
Small island developing States,,2008,548865
Small island developing States,,2009,551129
Small island developing States,,2010,579230
Small island developing States,,2011,665335
Small island developing States,,2012,572740
Small island developing States,,2013,592750
Small island developing States,,2014,617853
Small island developing States,,2015,599029
Small island developing States,,2016,626120
Small island developing States,,2017,750220
Small island developing States,,2018,728300
Solomon Islands,SLB,1961,200
Solomon Islands,SLB,1962,200
Solomon Islands,SLB,1963,200
Solomon Islands,SLB,1964,200
Solomon Islands,SLB,1965,200
Solomon Islands,SLB,1966,200
Solomon Islands,SLB,1967,200
Solomon Islands,SLB,1968,200
Solomon Islands,SLB,1969,400
Solomon Islands,SLB,1970,400
Solomon Islands,SLB,1971,500
Solomon Islands,SLB,1972,500
Solomon Islands,SLB,1973,500
Solomon Islands,SLB,1974,1000
Solomon Islands,SLB,1975,2300
Solomon Islands,SLB,1976,4535
Solomon Islands,SLB,1977,7044
Solomon Islands,SLB,1978,10911
Solomon Islands,SLB,1979,13010
Solomon Islands,SLB,1980,14228
Solomon Islands,SLB,1981,18081
Solomon Islands,SLB,1982,19238
Solomon Islands,SLB,1983,19654
Solomon Islands,SLB,1984,19666
Solomon Islands,SLB,1985,20000
Solomon Islands,SLB,1986,14560
Solomon Islands,SLB,1987,11999
Solomon Islands,SLB,1988,15227
Solomon Islands,SLB,1989,20090
Solomon Islands,SLB,1990,22104
Solomon Islands,SLB,1991,22518
Solomon Islands,SLB,1992,30854
Solomon Islands,SLB,1993,30986
Solomon Islands,SLB,1994,29737
Solomon Islands,SLB,1995,29562
Solomon Islands,SLB,1996,28680
Solomon Islands,SLB,1997,28863
Solomon Islands,SLB,1998,29077
Solomon Islands,SLB,1999,31000
Solomon Islands,SLB,2000,35000
Solomon Islands,SLB,2001,36000
Solomon Islands,SLB,2002,34000
Solomon Islands,SLB,2003,33000
Solomon Islands,SLB,2004,34000
Solomon Islands,SLB,2005,35000
Solomon Islands,SLB,2006,36000
Solomon Islands,SLB,2007,37400
Solomon Islands,SLB,2008,39000
Solomon Islands,SLB,2009,25100
Solomon Islands,SLB,2010,28600
Solomon Islands,SLB,2011,31600
Solomon Islands,SLB,2012,33000
Solomon Islands,SLB,2013,37000
Solomon Islands,SLB,2014,36000
Solomon Islands,SLB,2015,39000
Solomon Islands,SLB,2016,34000
Solomon Islands,SLB,2017,38000
Solomon Islands,SLB,2018,35000
South America,,1961,38193
South America,,1962,42676
South America,,1963,44140
South America,,1964,48558
South America,,1965,55712
South America,,1966,55324
South America,,1967,70083
South America,,1968,79225
South America,,1969,70654
South America,,1970,65554
South America,,1971,86602
South America,,1972,90535
South America,,1973,84062
South America,,1974,74855
South America,,1975,65515
South America,,1976,69807
South America,,1977,95279
South America,,1978,103277
South America,,1979,122980
South America,,1980,137315
South America,,1981,155945
South America,,1982,178962
South America,,1983,206367
South America,,1984,235801
South America,,1985,263308
South America,,1986,317850
South America,,1987,341004
South America,,1988,400762
South America,,1989,474489
South America,,1990,503539
South America,,1991,558117
South America,,1992,561392
South America,,1993,595058
South America,,1994,687732
South America,,1995,717393
South America,,1996,756723
South America,,1997,853590
South America,,1998,861862
South America,,1999,853645
South America,,2000,947838
South America,,2001,972937
South America,,2002,992437
South America,,2003,948650
South America,,2004,1127422
South America,,2005,1217535
South America,,2006,1273417
South America,,2007,1372775
South America,,2008,1456263
South America,,2009,1515607
South America,,2010,1497811
South America,,2011,1480811
South America,,2012,1731017
South America,,2013,2012630
South America,,2014,2106384
South America,,2015,2365489
South America,,2016,2317050
South America,,2017,2813812
South America,,2018,2841160
South Eastern Asia,,1961,241426
South Eastern Asia,,1962,250551
South Eastern Asia,,1963,274871
South Eastern Asia,,1964,287793
South Eastern Asia,,1965,307991
South Eastern Asia,,1966,365237
South Eastern Asia,,1967,394607
South Eastern Asia,,1968,465578
South Eastern Asia,,1969,542596
South Eastern Asia,,1970,650696
South Eastern Asia,,1971,833696
South Eastern Asia,,1972,994144
South Eastern Asia,,1973,1111141
South Eastern Asia,,1974,1402501
South Eastern Asia,,1975,1669076
South Eastern Asia,,1976,1839071
South Eastern Asia,,1977,2087354
South Eastern Asia,,1978,2303909
South Eastern Asia,,1979,2853539
South Eastern Asia,,1980,3325745
South Eastern Asia,,1981,3665117
South Eastern Asia,,1982,4477262
South Eastern Asia,,1983,4076020
South Eastern Asia,,1984,4977346
South Eastern Asia,,1985,5500893
South Eastern Asia,,1986,6035978
South Eastern Asia,,1987,6208015
South Eastern Asia,,1988,6944831
South Eastern Asia,,1989,8262455
South Eastern Asia,,1990,8778334
South Eastern Asia,,1991,9084853
South Eastern Asia,,1992,9963710
South Eastern Asia,,1993,11144078
South Eastern Asia,,1994,11583090
South Eastern Asia,,1995,12713216
South Eastern Asia,,1996,13736548
South Eastern Asia,,1997,14953984
South Eastern Asia,,1998,14744900
South Eastern Asia,,1999,17183218
South Eastern Asia,,2000,18475602
South Eastern Asia,,2001,21035650
South Eastern Asia,,2002,22229550
South Eastern Asia,,2003,24718438
South Eastern Asia,,2004,25687409
South Eastern Asia,,2005,27668222
South Eastern Asia,,2006,34466760
South Eastern Asia,,2007,34614558
South Eastern Asia,,2008,36899991
South Eastern Asia,,2009,38366834
South Eastern Asia,,2010,40331346
South Eastern Asia,,2011,44644493
South Eastern Asia,,2012,46697549
South Eastern Asia,,2013,49106463
South Eastern Asia,,2014,50935590
South Eastern Asia,,2015,53010583
South Eastern Asia,,2016,50756550
South Eastern Asia,,2017,57612615
South Eastern Asia,,2018,63022130
Suriname,SUR,1974,300
Suriname,SUR,1975,625
Suriname,SUR,1976,1330
Suriname,SUR,1977,1840
Suriname,SUR,1978,2804
Suriname,SUR,1979,4874
Suriname,SUR,1980,4091
Suriname,SUR,1981,4722
Suriname,SUR,1982,5691
Suriname,SUR,1983,6558
Suriname,SUR,1984,7140
Suriname,SUR,1985,7958
Suriname,SUR,1986,6024
Suriname,SUR,1987,3710
Suriname,SUR,1988,2227
Suriname,SUR,1989,2951
Suriname,SUR,1990,1574
Suriname,SUR,1991,1509
Suriname,SUR,1992,1988
Suriname,SUR,1993,1700
Suriname,SUR,1994,1485
Suriname,SUR,1995,1015
Suriname,SUR,1996,22
