Entity,Code,Year,Crops - Oil palm fruit - 254 - Area harvested - 5312 - ha
Liberia,LBR,2004,16200
Liberia,LBR,2005,17000
Liberia,LBR,2006,17000
Liberia,LBR,2007,17000
Liberia,LBR,2008,17000
Liberia,LBR,2009,17000
Liberia,LBR,2010,17000
Liberia,LBR,2011,17000
Liberia,LBR,2012,17000
Liberia,LBR,2013,17000
Liberia,LBR,2014,17436
Liberia,LBR,2015,17836
Liberia,LBR,2016,17777
Liberia,LBR,2017,17866
Liberia,LBR,2018,17955
Low Income Food Deficit Countries,,1961,719125
Low Income Food Deficit Countries,,1962,711525
Low Income Food Deficit Countries,,1963,700655
Low Income Food Deficit Countries,,1964,706655
Low Income Food Deficit Countries,,1965,671505
Low Income Food Deficit Countries,,1966,662305
Low Income Food Deficit Countries,,1967,702125
Low Income Food Deficit Countries,,1968,762255
Low Income Food Deficit Countries,,1969,762710
Low Income Food Deficit Countries,,1970,756960
Low Income Food Deficit Countries,,1971,758140
Low Income Food Deficit Countries,,1972,751400
Low Income Food Deficit Countries,,1973,761998
Low Income Food Deficit Countries,,1974,789672
Low Income Food Deficit Countries,,1975,794437
Low Income Food Deficit Countries,,1976,781052
Low Income Food Deficit Countries,,1977,779421
Low Income Food Deficit Countries,,1978,792356
Low Income Food Deficit Countries,,1979,830659
Low Income Food Deficit Countries,,1980,824969
Low Income Food Deficit Countries,,1981,821906
Low Income Food Deficit Countries,,1982,836908
Low Income Food Deficit Countries,,1983,825604
Low Income Food Deficit Countries,,1984,824251
Low Income Food Deficit Countries,,1985,797104
Low Income Food Deficit Countries,,1986,807371
Low Income Food Deficit Countries,,1987,809932
Low Income Food Deficit Countries,,1988,840587
Low Income Food Deficit Countries,,1989,879209
Low Income Food Deficit Countries,,1990,903121
Low Income Food Deficit Countries,,1991,925930
Low Income Food Deficit Countries,,1992,959645
Low Income Food Deficit Countries,,1993,964573
Low Income Food Deficit Countries,,1994,971906
Low Income Food Deficit Countries,,1995,983691
Low Income Food Deficit Countries,,1996,1007150
Low Income Food Deficit Countries,,1997,993250
Low Income Food Deficit Countries,,1998,1001600
Low Income Food Deficit Countries,,1999,1004032
Low Income Food Deficit Countries,,2000,1007875
Low Income Food Deficit Countries,,2001,1008515
Low Income Food Deficit Countries,,2002,1012397
Low Income Food Deficit Countries,,2003,1063729
Low Income Food Deficit Countries,,2004,1176812
Low Income Food Deficit Countries,,2005,1196861
Low Income Food Deficit Countries,,2006,1240687
Low Income Food Deficit Countries,,2007,1199063
Low Income Food Deficit Countries,,2008,1263312
Low Income Food Deficit Countries,,2009,1337539
Low Income Food Deficit Countries,,2010,1376611
Low Income Food Deficit Countries,,2011,1386576
Low Income Food Deficit Countries,,2012,1433463
Low Income Food Deficit Countries,,2013,1382951
Low Income Food Deficit Countries,,2014,1416680
Low Income Food Deficit Countries,,2015,1440039
Low Income Food Deficit Countries,,2016,1479127
Low Income Food Deficit Countries,,2017,1527938
Low Income Food Deficit Countries,,2018,1532421
Madagascar,MDG,1973,250
Madagascar,MDG,1974,450
Madagascar,MDG,1975,1300
Madagascar,MDG,1976,1000
Madagascar,MDG,1977,1100
Madagascar,MDG,1978,1100
Madagascar,MDG,1979,1100
Madagascar,MDG,1980,1200
Madagascar,MDG,1981,1200
Madagascar,MDG,1982,1450
Madagascar,MDG,1983,1450
Madagascar,MDG,1984,1450
Madagascar,MDG,1985,1450
Madagascar,MDG,1986,1600
Madagascar,MDG,1987,1600
Madagascar,MDG,1988,1600
Madagascar,MDG,1989,1950
Madagascar,MDG,1990,1950
Madagascar,MDG,1991,1950
Madagascar,MDG,1992,1950
Madagascar,MDG,1993,2000
Madagascar,MDG,1994,1800
Madagascar,MDG,1995,1800
Madagascar,MDG,1996,1800
Madagascar,MDG,1997,1800
Madagascar,MDG,1998,1800
Madagascar,MDG,1999,1800
Madagascar,MDG,2000,1800
Madagascar,MDG,2001,1800
Madagascar,MDG,2002,1800
Madagascar,MDG,2003,1800
Madagascar,MDG,2004,1800
Madagascar,MDG,2005,1800
Madagascar,MDG,2006,1800
Madagascar,MDG,2007,1800
Madagascar,MDG,2008,1810
Madagascar,MDG,2009,1810
Madagascar,MDG,2010,1820
Madagascar,MDG,2011,1820
Madagascar,MDG,2012,1850
Madagascar,MDG,2013,1850
Madagascar,MDG,2014,1809
Madagascar,MDG,2015,1808
Madagascar,MDG,2016,1814
Madagascar,MDG,2017,1813
Madagascar,MDG,2018,1813
Malaysia,MYS,1961,43302
Malaysia,MYS,1962,46175
Malaysia,MYS,1963,49073
Malaysia,MYS,1964,52900
Malaysia,MYS,1965,59000
Malaysia,MYS,1966,67400
Malaysia,MYS,1967,78500
Malaysia,MYS,1968,99100
Malaysia,MYS,1969,125400
Malaysia,MYS,1970,149900
Malaysia,MYS,1971,184000
Malaysia,MYS,1972,235100
Malaysia,MYS,1973,278300
Malaysia,MYS,1974,329800
Malaysia,MYS,1975,385666
Malaysia,MYS,1976,454009
Malaysia,MYS,1977,521486
Malaysia,MYS,1978,603087
Malaysia,MYS,1979,670299
Malaysia,MYS,1980,777388
Malaysia,MYS,1981,848143
Malaysia,MYS,1982,888619
Malaysia,MYS,1983,1010879
Malaysia,MYS,1984,1072451
Malaysia,MYS,1985,1201010
Malaysia,MYS,1986,1360579
Malaysia,MYS,1987,1373147
Malaysia,MYS,1988,1530905
Malaysia,MYS,1989,1672096
Malaysia,MYS,1990,1746054
Malaysia,MYS,1991,2094028
Malaysia,MYS,1992,2197660
Malaysia,MYS,1993,2305925
Malaysia,MYS,1994,2411999
Malaysia,MYS,1995,2540087
Malaysia,MYS,1996,2692286
Malaysia,MYS,1997,2893089
Malaysia,MYS,1998,3078116
Malaysia,MYS,1999,3313393
Malaysia,MYS,2000,3376664
Malaysia,MYS,2001,3499012
Malaysia,MYS,2002,3670243
Malaysia,MYS,2003,3802040
Malaysia,MYS,2004,3875327
Malaysia,MYS,2005,4051374
Malaysia,MYS,2006,4165215
Malaysia,MYS,2007,4304913
Malaysia,MYS,2008,4487957
Malaysia,MYS,2009,4691160
Malaysia,MYS,2010,4853766
Malaysia,MYS,2011,5000109
Malaysia,MYS,2012,5076929
Malaysia,MYS,2013,5229739
Malaysia,MYS,2014,4689321
Malaysia,MYS,2015,4859397
Malaysia,MYS,2016,5001438
Malaysia,MYS,2017,5110713
Malaysia,MYS,2018,5235581
Melanesia,OWID_MNS,1961,55
Melanesia,OWID_MNS,1962,55
Melanesia,OWID_MNS,1963,55
Melanesia,OWID_MNS,1964,55
Melanesia,OWID_MNS,1965,55
Melanesia,OWID_MNS,1966,55
Melanesia,OWID_MNS,1967,55
Melanesia,OWID_MNS,1968,55
Melanesia,OWID_MNS,1969,110
Melanesia,OWID_MNS,1970,110
Melanesia,OWID_MNS,1971,440
Melanesia,OWID_MNS,1972,1640
Melanesia,OWID_MNS,1973,3140
Melanesia,OWID_MNS,1974,3270
Melanesia,OWID_MNS,1975,7200
Melanesia,OWID_MNS,1976,10519
Melanesia,OWID_MNS,1977,11964
Melanesia,OWID_MNS,1978,12494
Melanesia,OWID_MNS,1979,14286
Melanesia,OWID_MNS,1980,14335
Melanesia,OWID_MNS,1981,18835
Melanesia,OWID_MNS,1982,28332
Melanesia,OWID_MNS,1983,29332
Melanesia,OWID_MNS,1984,41530
Melanesia,OWID_MNS,1985,42296
Melanesia,OWID_MNS,1986,44918
Melanesia,OWID_MNS,1987,45590
Melanesia,OWID_MNS,1988,38809
Melanesia,OWID_MNS,1989,45486
Melanesia,OWID_MNS,1990,51019
Melanesia,OWID_MNS,1991,52000
Melanesia,OWID_MNS,1992,58000
Melanesia,OWID_MNS,1993,63000
Melanesia,OWID_MNS,1994,67000
Melanesia,OWID_MNS,1995,70000
Melanesia,OWID_MNS,1996,70000
Melanesia,OWID_MNS,1997,71000
Melanesia,OWID_MNS,1998,72000
Melanesia,OWID_MNS,1999,76000
Melanesia,OWID_MNS,2000,81000
Melanesia,OWID_MNS,2001,84000
Melanesia,OWID_MNS,2002,88000
Melanesia,OWID_MNS,2003,92000
Melanesia,OWID_MNS,2004,94000
Melanesia,OWID_MNS,2005,97000
Melanesia,OWID_MNS,2006,102000
Melanesia,OWID_MNS,2007,106000
Melanesia,OWID_MNS,2008,128000
Melanesia,OWID_MNS,2009,131000
Melanesia,OWID_MNS,2010,148000
Melanesia,OWID_MNS,2011,157000
Melanesia,OWID_MNS,2012,161000
Melanesia,OWID_MNS,2013,166000
Melanesia,OWID_MNS,2014,172594
Melanesia,OWID_MNS,2015,181136
Melanesia,OWID_MNS,2016,189151
Melanesia,OWID_MNS,2017,196583
Melanesia,OWID_MNS,2018,204084
Mexico,MEX,1961,19419
Mexico,MEX,1962,22193
Mexico,MEX,1963,19729
Mexico,MEX,1964,20927
Mexico,MEX,1965,20941
Mexico,MEX,1966,20971
Mexico,MEX,1967,18668
Mexico,MEX,1968,20514
Mexico,MEX,1969,17496
Mexico,MEX,1970,13188
Mexico,MEX,1971,10916
Mexico,MEX,1972,12780
Mexico,MEX,1973,13371
Mexico,MEX,1974,13755
Mexico,MEX,1975,7737
Mexico,MEX,1976,12276
Mexico,MEX,1977,6243
Mexico,MEX,1978,4068
Mexico,MEX,1979,3620
Mexico,MEX,1980,4560
Mexico,MEX,1981,2500
Mexico,MEX,1982,2000
Mexico,MEX,1983,875
Mexico,MEX,1984,1000
Mexico,MEX,1985,970
Mexico,MEX,1986,970
Mexico,MEX,1987,970
Mexico,MEX,1988,780
Mexico,MEX,1989,1000
Mexico,MEX,1990,1745
Mexico,MEX,1991,1150
Mexico,MEX,1992,1150
Mexico,MEX,1993,2683
Mexico,MEX,1994,1950
Mexico,MEX,1995,3076
Mexico,MEX,1996,2748
Mexico,MEX,1997,2748
Mexico,MEX,1998,5000
Mexico,MEX,1999,6000
Mexico,MEX,2000,9000
Mexico,MEX,2001,12000
Mexico,MEX,2002,14000
Mexico,MEX,2003,13558
Mexico,MEX,2004,17836
Mexico,MEX,2005,18376
Mexico,MEX,2006,22033
Mexico,MEX,2007,23804
Mexico,MEX,2008,25918
Mexico,MEX,2009,28239
Mexico,MEX,2010,31804
Mexico,MEX,2011,32701
Mexico,MEX,2012,34249
Mexico,MEX,2013,46094
Mexico,MEX,2014,50868
Mexico,MEX,2015,54601
Mexico,MEX,2016,58609
Mexico,MEX,2017,65805
Mexico,MEX,2018,72841
Middle Africa,,1961,298570
Middle Africa,,1962,288670
Middle Africa,,1963,282650
Middle Africa,,1964,264650
Middle Africa,,1965,221250
Middle Africa,,1966,212350
Middle Africa,,1967,251270
Middle Africa,,1968,302150
Middle Africa,,1969,306350
Middle Africa,,1970,290100
Middle Africa,,1971,277950
Middle Africa,,1972,272200
Middle Africa,,1973,262653
Middle Africa,,1974,254850
Middle Africa,,1975,258650
Middle Africa,,1976,242140
Middle Africa,,1977,238500
Middle Africa,,1978,240500
Middle Africa,,1979,257750
Middle Africa,,1980,268200
Middle Africa,,1981,264520
Middle Africa,,1982,275000
Middle Africa,,1983,275270
Middle Africa,,1984,291770
Middle Africa,,1985,295470
Middle Africa,,1986,301320
Middle Africa,,1987,307270
Middle Africa,,1988,312193
Middle Africa,,1989,327850
Middle Africa,,1990,329400
Middle Africa,,1991,329530
Middle Africa,,1992,330780
Middle Africa,,1993,326480
Middle Africa,,1994,328250
Middle Africa,,1995,329500
Middle Africa,,1996,332300
Middle Africa,,1997,313600
Middle Africa,,1998,303950
Middle Africa,,1999,297300
Middle Africa,,2000,298875
Middle Africa,,2001,278000
Middle Africa,,2002,269000
Middle Africa,,2003,259750
Middle Africa,,2004,260181
Middle Africa,,2005,275405
Middle Africa,,2006,287554
Middle Africa,,2007,290757
Middle Africa,,2008,298602
Middle Africa,,2009,323879
Middle Africa,,2010,335041
Middle Africa,,2011,342879
Middle Africa,,2012,349413
Middle Africa,,2013,357241
Middle Africa,,2014,357563
Middle Africa,,2015,372196
Middle Africa,,2016,364181
Middle Africa,,2017,368153
Middle Africa,,2018,372793
Net Food Importing Developing Countries,,1961,644716
Net Food Importing Developing Countries,,1962,639144
Net Food Importing Developing Countries,,1963,618228
Net Food Importing Developing Countries,,1964,601698
Net Food Importing Developing Countries,,1965,553194
Net Food Importing Developing Countries,,1966,558479
Net Food Importing Developing Countries,,1967,585627
Net Food Importing Developing Countries,,1968,633860
Net Food Importing Developing Countries,,1969,641096
Net Food Importing Developing Countries,,1970,628789
Net Food Importing Developing Countries,,1971,633333
Net Food Importing Developing Countries,,1972,623532
Net Food Importing Developing Countries,,1973,622657
Net Food Importing Developing Countries,,1974,628240
Net Food Importing Developing Countries,,1975,633456
Net Food Importing Developing Countries,,1976,627329
Net Food Importing Developing Countries,,1977,632587
Net Food Importing Developing Countries,,1978,635865
Net Food Importing Developing Countries,,1979,656239
Net Food Importing Developing Countries,,1980,672156
Net Food Importing Developing Countries,,1981,680440
Net Food Importing Developing Countries,,1982,691294
Net Food Importing Developing Countries,,1983,689124
Net Food Importing Developing Countries,,1984,695774
Net Food Importing Developing Countries,,1985,693654
Net Food Importing Developing Countries,,1986,709715
Net Food Importing Developing Countries,,1987,709542
Net Food Importing Developing Countries,,1988,729716
Net Food Importing Developing Countries,,1989,741285
Net Food Importing Developing Countries,,1990,766040
Net Food Importing Developing Countries,,1991,811868
Net Food Importing Developing Countries,,1992,853258
Net Food Importing Developing Countries,,1993,857600
Net Food Importing Developing Countries,,1994,879444
Net Food Importing Developing Countries,,1995,887869
Net Food Importing Developing Countries,,1996,909978
Net Food Importing Developing Countries,,1997,898132
Net Food Importing Developing Countries,,1998,900055
Net Food Importing Developing Countries,,1999,897789
Net Food Importing Developing Countries,,2000,905153
Net Food Importing Developing Countries,,2001,906479
Net Food Importing Developing Countries,,2002,913746
Net Food Importing Developing Countries,,2003,909204
Net Food Importing Developing Countries,,2004,952759
Net Food Importing Developing Countries,,2005,961423
Net Food Importing Developing Countries,,2006,998661
Net Food Importing Developing Countries,,2007,998928
Net Food Importing Developing Countries,,2008,1033775
Net Food Importing Developing Countries,,2009,1080261
Net Food Importing Developing Countries,,2010,1110250
Net Food Importing Developing Countries,,2011,1140418
Net Food Importing Developing Countries,,2012,1158831
Net Food Importing Developing Countries,,2013,1188731
Net Food Importing Developing Countries,,2014,1192374
Net Food Importing Developing Countries,,2015,1234628
Net Food Importing Developing Countries,,2016,1306499
Net Food Importing Developing Countries,,2017,1359214
Net Food Importing Developing Countries,,2018,1374844
Nicaragua,NIC,1968,1050
Nicaragua,NIC,1969,1050
Nicaragua,NIC,1970,1050
Nicaragua,NIC,1971,1050
Nicaragua,NIC,1972,1050
Nicaragua,NIC,1973,1400
Nicaragua,NIC,1974,1400
Nicaragua,NIC,1975,1400
Nicaragua,NIC,1976,1400
Nicaragua,NIC,1977,1400
Nicaragua,NIC,1978,2100
Nicaragua,NIC,1979,2100
Nicaragua,NIC,1980,2100
Nicaragua,NIC,1981,2100
Nicaragua,NIC,1982,2100
Nicaragua,NIC,1983,2200
Nicaragua,NIC,1984,2300
Nicaragua,NIC,1985,2300
Nicaragua,NIC,1986,2400
Nicaragua,NIC,1987,2500
Nicaragua,NIC,1988,2500
Nicaragua,NIC,1989,2600
Nicaragua,NIC,1990,2700
Nicaragua,NIC,1991,2800
Nicaragua,NIC,1992,2000
Nicaragua,NIC,1993,2000
Nicaragua,NIC,1994,2000
Nicaragua,NIC,1995,2000
Nicaragua,NIC,1996,2000
Nicaragua,NIC,1997,2000
Nicaragua,NIC,1998,2000
Nicaragua,NIC,1999,2000
Nicaragua,NIC,2000,2000
Nicaragua,NIC,2001,2000
Nicaragua,NIC,2002,2000
Nicaragua,NIC,2003,2200
Nicaragua,NIC,2004,2500
Nicaragua,NIC,2005,2500
Nicaragua,NIC,2006,2500
Nicaragua,NIC,2007,3000
Nicaragua,NIC,2008,3000
Nicaragua,NIC,2009,3000
Nicaragua,NIC,2010,4000
Nicaragua,NIC,2011,4000
Nicaragua,NIC,2012,4000
Nicaragua,NIC,2013,5000
Nicaragua,NIC,2014,5000
Nicaragua,NIC,2015,5000
Nicaragua,NIC,2016,6000
Nicaragua,NIC,2017,7430
Nicaragua,NIC,2018,5108
Nigeria,NGA,1961,2700000
Nigeria,NGA,1962,2500000
Nigeria,NGA,1963,2600000
Nigeria,NGA,1964,2600000
Nigeria,NGA,1965,2700000
Nigeria,NGA,1966,2600000
Nigeria,NGA,1967,2100000
Nigeria,NGA,1968,2100000
Nigeria,NGA,1969,2200000
Nigeria,NGA,1970,2150000
Nigeria,NGA,1971,2150000
Nigeria,NGA,1972,2000000
Nigeria,NGA,1973,2000000
Nigeria,NGA,1974,2150000
Nigeria,NGA,1975,2100000
Nigeria,NGA,1976,2100000
Nigeria,NGA,1977,2150000
Nigeria,NGA,1978,2000000
Nigeria,NGA,1979,2300000
Nigeria,NGA,1980,2300000
Nigeria,NGA,1981,2000000
Nigeria,NGA,1982,2000000
Nigeria,NGA,1983,1900000
Nigeria,NGA,1984,2200000
Nigeria,NGA,1985,2200000
Nigeria,NGA,1986,2220000
Nigeria,NGA,1987,2300000
Nigeria,NGA,1988,2250000
Nigeria,NGA,1989,2260000
Nigeria,NGA,1990,2300000
Nigeria,NGA,1991,2450000
Nigeria,NGA,1992,2550000
Nigeria,NGA,1993,2700000
Nigeria,NGA,1994,2750000
Nigeria,NGA,1995,2938000
Nigeria,NGA,1996,2950000
Nigeria,NGA,1997,2950000
Nigeria,NGA,1998,2950000
Nigeria,NGA,1999,3000000
Nigeria,NGA,2000,3080000
Nigeria,NGA,2001,3180000
Nigeria,NGA,2002,3180000
Nigeria,NGA,2003,3300000
Nigeria,NGA,2004,3320000
Nigeria,NGA,2005,3350000
Nigeria,NGA,2006,3075000
Nigeria,NGA,2007,3150000
Nigeria,NGA,2008,3200000
Nigeria,NGA,2009,3200000
Nigeria,NGA,2010,3200000
Nigeria,NGA,2011,3200000
Nigeria,NGA,2012,3250000
Nigeria,NGA,2013,3000000
Nigeria,NGA,2014,3029872
Nigeria,NGA,2015,3072094
Nigeria,NGA,2016,3052166
Nigeria,NGA,2017,3033892
Nigeria,NGA,2018,3015530
Oceania,,1961,55
Oceania,,1962,55
Oceania,,1963,55
Oceania,,1964,55
Oceania,,1965,55
Oceania,,1966,55
Oceania,,1967,55
Oceania,,1968,55
Oceania,,1969,110
Oceania,,1970,110
Oceania,,1971,440
Oceania,,1972,1640
Oceania,,1973,3140
Oceania,,1974,3270
Oceania,,1975,7200
Oceania,,1976,10519
Oceania,,1977,11964
Oceania,,1978,12494
Oceania,,1979,14286
Oceania,,1980,14335
Oceania,,1981,18835
Oceania,,1982,28332
Oceania,,1983,29332
Oceania,,1984,41530
Oceania,,1985,42296
Oceania,,1986,44918
Oceania,,1987,45590
Oceania,,1988,38809
Oceania,,1989,45486
Oceania,,1990,51019
Oceania,,1991,52000
Oceania,,1992,58000
Oceania,,1993,63000
Oceania,,1994,67000
Oceania,,1995,70000
Oceania,,1996,70000
Oceania,,1997,71000
Oceania,,1998,72000
Oceania,,1999,76000
Oceania,,2000,81000
Oceania,,2001,84000
Oceania,,2002,88000
Oceania,,2003,92000
Oceania,,2004,94000
Oceania,,2005,97000
Oceania,,2006,102000
Oceania,,2007,106000
Oceania,,2008,128000
Oceania,,2009,131000
Oceania,,2010,148000
Oceania,,2011,157000
Oceania,,2012,161000
Oceania,,2013,166000
Oceania,,2014,172594
Oceania,,2015,181136
Oceania,,2016,189151
Oceania,,2017,196583
Oceania,,2018,204084
Panama,PAN,1997,2450
Panama,PAN,1998,4900
Panama,PAN,1999,5500
Panama,PAN,2000,5600
Panama,PAN,2001,5800
Panama,PAN,2002,5700
Panama,PAN,2003,5800
Panama,PAN,2004,6400
Panama,PAN,2005,6700
Panama,PAN,2006,6800
Panama,PAN,2007,7550
Panama,PAN,2008,6300
Panama,PAN,2009,7650
Panama,PAN,2010,6050
Panama,PAN,2011,5150
Panama,PAN,2012,5300
Panama,PAN,2013,5400
Panama,PAN,2014,5320
Panama,PAN,2015,4891
Panama,PAN,2016,4704
Panama,PAN,2017,4057
Panama,PAN,2018,4558
Papua New Guinea,PNG,1971,300
Papua New Guinea,PNG,1972,1500
Papua New Guinea,PNG,1973,3000
Papua New Guinea,PNG,1974,3000
Papua New Guinea,PNG,1975,6500
Papua New Guinea,PNG,1976,9500
Papua New Guinea,PNG,1977,9500
Papua New Guinea,PNG,1978,9500
Papua New Guinea,PNG,1979,11000
Papua New Guinea,PNG,1980,11000
Papua New Guinea,PNG,1981,15500
Papua New Guinea,PNG,1982,25000
Papua New Guinea,PNG,1983,26000
Papua New Guinea,PNG,1984,38000
Papua New Guinea,PNG,1985,38500
Papua New Guinea,PNG,1986,41000
Papua New Guinea,PNG,1987,41000
Papua New Guinea,PNG,1988,34500
Papua New Guinea,PNG,1989,41500
Papua New Guinea,PNG,1990,45500
Papua New Guinea,PNG,1991,45000
Papua New Guinea,PNG,1992,50000
Papua New Guinea,PNG,1993,55000
Papua New Guinea,PNG,1994,59000
Papua New Guinea,PNG,1995,62000
Papua New Guinea,PNG,1996,62000
Papua New Guinea,PNG,1997,63000
Papua New Guinea,PNG,1998,64000
Papua New Guinea,PNG,1999,68000
Papua New Guinea,PNG,2000,72000
Papua New Guinea,PNG,2001,75000
Papua New Guinea,PNG,2002,79000
Papua New Guinea,PNG,2003,83000
Papua New Guinea,PNG,2004,85000
Papua New Guinea,PNG,2005,88000
Papua New Guinea,PNG,2006,92000
Papua New Guinea,PNG,2007,96000
Papua New Guinea,PNG,2008,117000
Papua New Guinea,PNG,2009,119000
Papua New Guinea,PNG,2010,135000
Papua New Guinea,PNG,2011,143000
Papua New Guinea,PNG,2012,146000
Papua New Guinea,PNG,2013,150000
Papua New Guinea,PNG,2014,155594
Papua New Guinea,PNG,2015,163136
Papua New Guinea,PNG,2016,170151
Papua New Guinea,PNG,2017,176583
Papua New Guinea,PNG,2018,183084
Paraguay,PRY,1961,7900
Paraguay,PRY,1962,8100
Paraguay,PRY,1963,8100
Paraguay,PRY,1964,10700
Paraguay,PRY,1965,13000
Paraguay,PRY,1966,16500
Paraguay,PRY,1967,13500
Paraguay,PRY,1968,16000
Paraguay,PRY,1969,14900
Paraguay,PRY,1970,18300
Paraguay,PRY,1971,24000
Paraguay,PRY,1972,19800
Paraguay,PRY,1973,13500
Paraguay,PRY,1974,19500
Paraguay,PRY,1975,13800
Paraguay,PRY,1976,14500
Paraguay,PRY,1977,20500
Paraguay,PRY,1978,11800
Paraguay,PRY,1979,18400
Paraguay,PRY,1980,18500
Paraguay,PRY,1981,13000
Paraguay,PRY,1982,26000
Paraguay,PRY,1983,12000
Paraguay,PRY,1984,21000
Paraguay,PRY,1985,20000
Paraguay,PRY,1986,20000
Paraguay,PRY,1987,17600
Paraguay,PRY,1988,17600
Paraguay,PRY,1989,17600
Paraguay,PRY,1990,17600
Paraguay,PRY,1991,17600
Paraguay,PRY,1992,17600
Paraguay,PRY,1993,18000
Paraguay,PRY,1994,18000
Paraguay,PRY,1995,11500
Paraguay,PRY,1996,11500
Paraguay,PRY,1997,11500
Paraguay,PRY,1998,11500
Paraguay,PRY,1999,13000
Paraguay,PRY,2000,13000
Paraguay,PRY,2001,13000
Paraguay,PRY,2002,13000
Paraguay,PRY,2003,13300
Paraguay,PRY,2004,13100
Paraguay,PRY,2005,13130
Paraguay,PRY,2006,13130
Paraguay,PRY,2007,15000
Paraguay,PRY,2008,15000
Paraguay,PRY,2009,16000
Paraguay,PRY,2010,16000
Paraguay,PRY,2011,16000
Paraguay,PRY,2012,16000
Paraguay,PRY,2013,16000
Paraguay,PRY,2014,15969
Paraguay,PRY,2015,15847
Paraguay,PRY,2016,15927
Paraguay,PRY,2017,15984
Paraguay,PRY,2018,16073
Peru,PER,1970,31
Peru,PER,1971,226
Peru,PER,1972,6
Peru,PER,1973,6
Peru,PER,1974,6
Peru,PER,1975,1448
Peru,PER,1976,1267
Peru,PER,1977,1711
Peru,PER,1978,1711
Peru,PER,1979,2423
Peru,PER,1980,3000
Peru,PER,1981,3100
Peru,PER,1982,3200
Peru,PER,1983,3500
Peru,PER,1984,4000
Peru,PER,1985,3623
Peru,PER,1986,9362
Peru,PER,1987,8509
Peru,PER,1988,6111
Peru,PER,1989,6188
Peru,PER,1990,4150
Peru,PER,1991,4318
Peru,PER,1992,4470
Peru,PER,1993,5000
Peru,PER,1994,5770
Peru,PER,1995,5188
Peru,PER,1996,5597
Peru,PER,1997,7567
Peru,PER,1998,10137
Peru,PER,1999,7651
Peru,PER,2000,9990
Peru,PER,2001,11200
Peru,PER,2002,9562
Peru,PER,2003,8864
Peru,PER,2004,9502
Peru,PER,2005,10361
Peru,PER,2006,10906
Peru,PER,2007,12594
Peru,PER,2008,14000
Peru,PER,2009,18215
Peru,PER,2010,19055
Peru,PER,2011,33324
Peru,PER,2012,37852
Peru,PER,2013,47488
Peru,PER,2014,37567
Peru,PER,2015,43140
Peru,PER,2016,51057
Peru,PER,2017,58951
Peru,PER,2018,66171
Philippines,PHL,1961,150
Philippines,PHL,1962,150
Philippines,PHL,1963,150
Philippines,PHL,1964,150
Philippines,PHL,1965,150
Philippines,PHL,1966,300
Philippines,PHL,1967,300
Philippines,PHL,1968,300
Philippines,PHL,1969,600
Philippines,PHL,1970,1100
Philippines,PHL,1971,1400
Philippines,PHL,1972,2700
Philippines,PHL,1973,3900
Philippines,PHL,1974,3900
Philippines,PHL,1975,5400
Philippines,PHL,1976,6000
Philippines,PHL,1977,6000
Philippines,PHL,1978,5500
Philippines,PHL,1979,6000
Philippines,PHL,1980,6200
Philippines,PHL,1981,6500
Philippines,PHL,1982,15000
Philippines,PHL,1983,10700
Philippines,PHL,1984,17000
Philippines,PHL,1985,17723
Philippines,PHL,1986,17000
Philippines,PHL,1987,15000
Philippines,PHL,1988,13000
Philippines,PHL,1989,12000
Philippines,PHL,1990,13000
Philippines,PHL,1991,14000
Philippines,PHL,1992,14000
Philippines,PHL,1993,15000
Philippines,PHL,1994,14000
Philippines,PHL,1995,14000
Philippines,PHL,1996,14000
Philippines,PHL,1997,14000
Philippines,PHL,1998,14000
Philippines,PHL,1999,15000
Philippines,PHL,2000,16000
Philippines,PHL,2001,16000
Philippines,PHL,2002,19987
Philippines,PHL,2003,20806
Philippines,PHL,2004,22211
Philippines,PHL,2005,25478
Philippines,PHL,2006,31444
Philippines,PHL,2007,36819
Philippines,PHL,2008,38599
Philippines,PHL,2009,41444
Philippines,PHL,2010,45044
Philippines,PHL,2011,49328
Philippines,PHL,2012,53015
Philippines,PHL,2013,53856
Philippines,PHL,2014,55083
Philippines,PHL,2015,59754
Philippines,PHL,2016,60069
Philippines,PHL,2017,60069
Philippines,PHL,2018,62671
Sao Tome and Principe,STP,1961,870
Sao Tome and Principe,STP,1962,870
Sao Tome and Principe,STP,1963,750
Sao Tome and Principe,STP,1964,750
Sao Tome and Principe,STP,1965,750
Sao Tome and Principe,STP,1966,750
Sao Tome and Principe,STP,1967,670
Sao Tome and Principe,STP,1968,550
Sao Tome and Principe,STP,1969,550
Sao Tome and Principe,STP,1970,500
Sao Tome and Principe,STP,1971,450
Sao Tome and Principe,STP,1972,400
Sao Tome and Principe,STP,1973,470
Sao Tome and Principe,STP,1974,450
Sao Tome and Principe,STP,1975,250
Sao Tome and Principe,STP,1976,240
Sao Tome and Principe,STP,1977,200
Sao Tome and Principe,STP,1978,200
Sao Tome and Principe,STP,1979,150
Sao Tome and Principe,STP,1980,100
Sao Tome and Principe,STP,1981,120
Sao Tome and Principe,STP,1982,100
Sao Tome and Principe,STP,1983,170
Sao Tome and Principe,STP,1984,170
Sao Tome and Principe,STP,1985,170
Sao Tome and Principe,STP,1986,120
Sao Tome and Principe,STP,1987,160
Sao Tome and Principe,STP,1988,63
Sao Tome and Principe,STP,1989,190
